XS Coffee,S Coffee,M Coffee,L Coffee,XL Coffee,S Tea,M Tea,L Tea,Donut,Bagel,Muffin,Cookie
1.24,1.33,1.57,1.71,1.91,1.33,1.52,1.71,0.95,1.24,1.3,0.75
