Date	MSFT	F	CRAY	GOOG	HPQ	YHOO	JAVA	DELL	AAPL	IBM	LNVGY	CSCO	BAC	INTC	AMD	SNE	NVDA	AMZN	CREAF	EK
4/3/2009	18.75	3.25	4.33	400.52	34.15	13.34	8.49	10.32	115.99	102.22	5.35	18.16	7.6	15.95	3.43	24.23	11.32	78.17	2.45	4.37
4/6/2009	18.76	3.77	4.29	381	33.76	13.23	6.56	10.33	118.45	101.56	5.74	17.53	7.48	15.86	3.53	23.83	11.35	77.99	2.45	4.09
4/7/2009	18.76	3.49	3.95	431.04	33.31	12.81	6.28	9.83	115	98.75	5.43	16.85	7.36	15.45	3.44	23.64	10.96	75.51	2.35	3.98
4/8/2009	19.19	3.95	4.22	439.6	33.06	12.92	6.66	10.2	116.32	101.19	4.95	17.13	7.06	15.27	3.68	23.36	11.41	76.98	2.2	3.92
4/9/2009	19.67	4.24	4.52	435.11	34.43	13.47	6.68	10.76	119.57	101.7	5.07	17.82	9.55	15.98	3.75	25.99	12.04	79.77	2.3	4.31
4/13/2009	19.59	4.26	4.32	429.27	34.52	14.42	6.42	10.45	120.22	99.95	5.16	17.89	11.02	15.98	3.61	25.84	11.65	78.94	2.3	4.32
4/14/2009	19.35	4.3	4.15	430.14	34.12	14.07	6.23	10.47	118.31	99.27	5.27	17.93	10.09	16.01	3.63	25.4	11.72	77.22	2.25	4.18
4/15/2009	18.83	4.04	4.26	449.15	34.85	14.02	6.13	10.2	117.64	98.85	6	17.56	10.44	15.62	3.44	25	11.39	74.71	2.15	4.21
4/16/2009	19.76	4.16	4.39	439.08	36.6	14.43	6.4	10.88	121.45	101.43	5.84	18.08	10.34	15.89	3.57	25.19	11.68	77.25	2.15	4.34
4/17/2009	19.2	4	4.53	414.49	36.3	14.39	6.69	11.06	123.42	101.27	6.02	17.99	10.6	15.6	3.56	26.37	11.76	78.05	2.25	4.39
4/20/2009	18.61	3.69	4.16	442.93	34.68	13.66	9.15	10.31	120.5	100.43	5.75	17.31	8.02	15	3.31	25.7	11.05	77.57	2.25	4.06
4/21/2009	18.97	3.8	4.4	433.86	35.43	14.38	9.21	10.55	121.76	102.31	5.61	17.69	8.76	15.36	3.36	26.23	11.02	78.74	2.25	4.2
4/22/2009	18.78	4.28	4.32	437.66	34.68	14.48	9.15	10.63	121.51	102.55	5.48	17.44	8.26	15.67	3.33	25.53	11.35	79.2	2.25	4.19
4/23/2009	18.92	4.49	4.23	433.75	34.76	14.55	9.21	10.72	125.4	101.42	5.87	17.62	8.82	15.53	3.53	25.88	11.17	80.61	2.15	3.95
4/24/2009	20.91	5	4.26	414.16	35.8	14.73	9.2	11.05	123.9	100.08	6.09	18.42	9.1	15.62	3.51	26.61	11.43	84.46	2.15	4.09
4/27/2009	20.4	5.11	4.16	418.66	35.45	13.89	9.15	11.09	124.73	99.95	5.4	18.37	8.92	15.28	3.47	26.31	11.02	83.12	2.11	3.95
4/28/2009	19.93	5.19	4.24	419.94	35.42	13.64	9.16	10.88	123.9	101.94	5.54	18.67	8.15	15.05	3.41	25.77	11.05	82.4	2.11	3.75
4/29/2009	20.25	5.45	4.33	444.25	36.45	14.02	9.15	11.25	125.14	104.04	5.69	19.25	8.68	15.35	3.51	26.14	10.88	79.79	2.11	3.64
4/30/2009	20.26	5.98	4.2	450.26	35.98	14.29	9.16	11.62	125.83	103.21	5.68	19.32	8.93	15.78	3.61	25.86	11.48	80.52	2.11	3.05
5/1/2009	20.24	5.69	3.98	464.41	36.52	14.14	9.16	11.85	127.24	104.61	5.73	19.58	8.7	15.81	3.82	26.41	11.67	78.96	2.3	2.83
5/4/2009	20.19	5.88	4.12	465.25	37.14	14.18	9.13	12.28	132.07	106.19	6.2	19.5	10.38	16.66	4.26	27.23	12.3	79.77	2.25	3.09
5/5/2009	19.79	5.85	4.03	463.29	36.8	14.74	9.11	11.86	132.71	105.85	6.4	19.63	10.84	16.16	4.32	27.25	11.8	81.9	2.4	3.15
5/6/2009	19.79	6.26	4	473.78	36.33	14.85	9.11	11.89	132.5	104.62	6.6	19.61	12.69	16.12	4.31	27.74	11.56	81.99	2.4	3.23
5/7/2009	19.32	6.06	3.99	468.58	34.53	14.8	9.1	11.07	129.06	102.59	6.38	18.95	13.51	15.77	4.01	27.25	10.73	79.28	2.35	3.02
5/8/2009	19.42	6.24	4	474.16	34.68	15.15	9.13	10.81	129.19	101.49	7.55	18.73	14.17	15.29	3.93	27.94	9.25	77.95	2.37	3.12
5/11/2009	19.32	6.08	3.9	483.01	35.03	15.54	8.91	11.02	129.57	102.9	7.39	18.61	12.94	15.37	4.22	26.95	9.43	78.61	2.37	2.98
5/12/2009	19.89	5.01	3.85	490.59	34.99	15.1	9	11.21	124.42	103.94	7.47	18.72	12.26	15.21	4.35	26.84	8.98	77.93	2.5	2.85
5/13/2009	19.75	4.96	3.74	486.53	34.21	14.52	8.95	10.94	119.49	102.26	7.2	18.05	11.01	15.13	4.38	25.85	8.4	74.19	2.45	2.59
5/14/2009	20.06	5.16	3.69	485	34.93	14.76	9	10.93	122.95	101.05	6.94	18.09	11.31	15.54	4.24	26.26	8.52	75.11	2.66	2.61
5/15/2009	20.22	5.49	3.61	490.5	35.01	14.91	9	10.98	122.42	101.37	7.35	17.92	10.67	15.19	4.01	26.48	8.74	73.6	2.66	2.47
5/18/2009	20.6	5.5	3.86	498.3	35.73	15.17	8.99	11.3	126.65	104.58	7.65	18.72	11.73	15.52	4.14	26.23	9.27	75.95	2.8	2.76
5/19/2009	20.31	5.63	4.07	510.15	36.58	15.18	8.97	11.56	127.45	105.51	7.42	18.88	11.25	15.65	4.39	26.05	9.45	77.87	2.8	2.83
5/20/2009	20.38	5.41	4.17	505.49	34.67	14.96	8.98	11.18	125.87	104.05	7.9	18.6	11.49	15.58	4.5	26.11	9.73	77.97	2.8	2.85
5/21/2009	19.82	5.33	4.1	500.03	34.22	14.87	9.02	10.83	124.18	102.82	7.5	18.1	11.41	15.18	4.34	25.78	9.67	75.96	2.8	2.78
5/22/2009	19.75	5.26	4.1	502.61	34.14	14.98	9	10.85	122.5	101.89	7.21	17.9	11.07	15.05	4.26	25.79	9.82	75.64	2.84	2.67
5/26/2009	20.34	5.4	4.25	500.84	34.47	15.28	9.1	11.14	130.78	105.02	7.92	18.49	10.98	15.48	4.53	26.58	10.35	78.39	2.79	2.67
5/27/2009	20.13	5.34	4.14	495.01	34.34	14.94	9.06	11.12	133.05	102.93	7.84	18.22	10.91	15.46	4.71	25.56	10.37	77.1	2.79	2.58
5/28/2009	20.45	5.56	4.08	479.12	34.7	15.09	9.06	11.48	135.07	104.69	7.82	18.51	11.3	15.72	4.7	25.73	10.51	77.65	2.71	2.53
5/29/2009	20.89	5.75	4.3	486.34	34.35	15.84	9	11.57	135.81	106.28	7.95	18.5	11.27	15.72	4.54	26.23	10.43	77.99	2.65	2.61
6/1/2009	21.4	6.13	4.81	479.85	36	16.58	9.09	12.18	139.35	108.37	8.55	19.5	11.21	16.5	4.73	27.34	10.94	83.05	2.79	2.7
6/2/2009	21.4	6.41	5.14	463	35.84	16.62	9.13	11.94	139.49	106.83	8.16	19.61	11.41	16.19	4.56	28	10.85	84.93	2.79	2.72
6/3/2009	21.73	6.18	5.5	467.86	35.63	16.3	9.15	11.62	140.95	106.49	7.9	19.36	11.21	15.94	4.48	27.37	10.51	85.68	2.7	2.6
6/4/2009	21.83	6.36	5.83	473.75	36.09	16.65	9.14	12.1	143.74	106.33	7.89	19.67	11.87	16.13	4.65	27.71	10.89	85.52	2.7	2.71
6/5/2009	22.14	6.36	6.1	482.7	37.35	16.64	9.17	12.08	144.67	107.24	7.88	19.87	11.86	15.92	4.63	27.83	10.83	87.56	2.65	2.81
6/8/2009	22.05	6.38	6.17	483.11	37.41	16.19	9.21	12.28	143.85	107.49	7.32	19.87	12.06	15.92	4.61	27.55	10.77	86.36	2.6	2.83
6/9/2009	22.08	6.26	6.29	477.12	36.84	16.4	9.24	12.6	142.72	108.14	7.14	20.08	12.06	16.42	4.75	27.64	11.36	87.08	2.64	2.89
6/10/2009	22.55	6.19	6.22	491.98	36.79	16.32	9.26	12.94	140.25	108.35	7.68	19.95	11.98	16.46	4.82	27.36	11.72	86.59	2.64	2.89
6/11/2009	22.83	5.98	6.52	475.62	37.23	16.19	9.26	13.27	139.95	109.4	8.25	20.1	12.97	16.35	4.7	27.42	11.57	85.69	2.7	2.88
6/12/2009	23.33	6.11	6.4	489.22	37.76	16.4	9.3	13.39	136.97	108.21	7.87	19.91	13.72	16.31	4.47	27.29	11.51	84.08	2.7	2.95
6/15/2009	23.42	5.93	6.27	477.11	37.08	16.4	9.28	12.87	136.09	107.62	7.65	19.36	13.33	15.98	4.26	26.24	11.32	83.18	2.7	2.79
6/16/2009	23.45	5.67	6.26	468.8	36.84	15.96	9.26	12.77	136.35	107.32	7.44	19.08	12.73	15.86	4.13	25.96	11.01	82.15	2.7	2.72
6/17/2009	23.68	5.71	6.28	481.32	37.42	15.6	9.3	12.76	135.58	107	7.44	19.2	12.3	16.14	4.08	26.39	11.28	82.65	2.65	2.57
6/18/2009	23.5	5.68	6.31	533.44	37.55	15.34	9.26	12.61	135.88	106.33	7.3	18.99	12.9	15.87	3.85	25.98	11.06	81.6	2.64	2.62
6/19/2009	24.07	5.72	6.71	535.6	38.35	15.8	9.17	13.29	139.48	105.89	7.28	18.92	13.22	16.01	3.87	26.23	11.18	82.96	2.64	2.85
6/22/2009	23.28	5.38	6.44	516.09	37.74	14.71	9.14	12.98	137.37	104.52	7.4	18.41	11.94	15.68	3.62	25.32	10.55	79.15	2.48	2.62
6/23/2009	23.34	5.53	6.67	521.62	37.36	14.68	9.17	12.98	134.01	104.44	7.41	18.57	12.23	15.81	3.55	25.81	10.5	77.68	2.48	2.65
6/24/2009	23.47	5.63	6.83	533.8	37.22	15.45	9.18	13.28	136.22	104.15	7.45	18.61	12.35	16.1	3.66	25.9	10.85	79.27	2.48	2.58
6/25/2009	23.79	5.68	6.9	540.58	38.12	15.53	9.2	13.65	139.86	106.06	7.59	19.03	12.35	16.31	3.64	26.51	11.42	82.2	2.4	2.58
6/26/2009	23.35	5.61	7.86	541.55	37.61	15.74	9.01	13.68	142.44	105.68	7.54	18.91	12.75	16.29	3.62	26.3	11.57	83.88	2.4	2.95
6/29/2009	23.86	5.78	7.65	554.53	38.98	15.9	9.18	13.86	141.97	105.83	7.83	18.99	13.19	16.38	3.72	26.58	11.57	83.03	2.45	3
6/30/2009	23.77	6.07	7.88	543.91	38.65	15.66	9.22	13.73	142.43	104.42	7.52	18.65	13.2	16.55	3.87	25.86	11.29	83.66	2.45	2.96
7/1/2009	24.04	5.91	8.24	537	38.68	15.41	9.22	13.39	142.83	104.84	7.52	18.8	13.05	17.04	3.91	25.98	11.34	81.6	2.4	2.92
7/2/2009	23.37	5.89	8.16	527.04	37.85	14.99	9.21	12.97	140.02	101.73	7.27	18.5	12.64	16.72	3.78	25.19	10.9	79.32	2.4	2.7
7/6/2009	23.2	5.75	7.57	534.73	37.73	14.91	9.24	13.42	138.61	101.65	7.1	18.53	12.15	16.54	3.55	25.27	10.55	78.1	2.4	2.87
7/7/2009	22.53	5.53	7.62	526.42	36.84	14.44	9.2	13	135.4	100.19	7	18.24	12.15	16.25	3.43	24.34	10.09	75.63	2.4	2.69
7/8/2009	22.56	5.35	7.79	528.07	37.21	14.38	9.2	12.95	137.22	100.68	6.75	18.13	11.84	15.94	3.36	24.4	10.11	77.36	2.4	2.76
7/9/2009	22.44	5.63	7.69	528.82	37.3	14.55	9.2	13.15	136.36	102.08	6.77	18.17	11.97	16.02	3.48	24.45	10.33	78.1	2.4	2.77
7/10/2009	22.39	5.72	7.77	551	37.24	14.93	9.17	13.22	138.52	100.83	6.66	18.34	11.88	16.04	3.49	23.85	10.37	77.63	2.41	2.84
7/13/2009	23.23	5.69	7.96	542.3	37.3	15.01	9.16	13.02	142.34	103.62	6.73	18.57	12.99	16.49	3.56	24.08	10.49	81.47	2.41	2.92
7/14/2009	23.11	5.84	8.04	545.21	37.14	15.18	9.17	11.97	142.27	103.25	7.05	18.73	12.91	16.83	3.55	24.77	10.71	81.95	2.39	3.06
7/15/2009	24.12	6.05	8.52	546.43	38.82	15.71	9.21	12.32	146.88	107.22	7.7	19.81	13.42	18.05	3.86	25.23	11.15	84.55	2.47	3.2
7/16/2009	24.44	6.13	8.36	560.2	39.67	16.19	9.14	12.75	147.52	110.64	7.67	20.12	13.17	18.5	3.92	24.79	11.73	86.11	2.47	3.23
7/17/2009	24.29	6.14	8.26	562.38	39.98	16.84	9.17	12.67	151.75	115.42	8.04	20.51	12.89	18.79	4	24.34	12.07	85.85	2.55	3.16
7/20/2009	24.53	6.19	8.28	569.46	40.43	17.01	9.17	12.94	152.91	116.44	8.13	21.15	12.24	18.9	4.17	24.63	12.22	88.23	2.6	3.23
7/21/2009	24.83	6.2	8.29	572.81	40.57	16.75	9.16	13.36	151.51	117.04	8.54	21.59	12.19	18.9	4.08	24.64	11.97	89.01	2.64	3.12
7/22/2009	24.8	6.38	7.75	571.51	40.8	17.37	9.17	13.3	156.74	115.57	9.26	21.45	12.23	19.14	3.55	24.7	12.27	88.79	2.55	3.02
7/23/2009	25.56	6.98	8.03	552.95	41.64	17.36	9.22	13.47	157.82	117.06	9.2	21.9	12.69	19.48	3.59	25.28	13	93.87	2.55	3.16
7/24/2009	23.45	6.78	8.14	545.2	41.72	17.48	9.22	13.5	159.99	117.64	9.2	21.88	12.51	19.36	3.77	25.38	12.96	86.49	2.5	3.19
7/27/2009	23.11	7.27	8.28	554.17	41.84	17	9.24	13.71	160.1	117.63	9.2	21.84	13.09	19.47	3.8	24.78	13.02	84.24	2.55	3.2
7/28/2009	23.47	7.14	8.25	557.87	41.98	17.22	9.2	13.97	160	117.28	9.19	21.93	13.34	19.37	3.77	24.55	13.04	84.98	2.55	3.33
7/29/2009	23.8	7.12	8.3	567	42.19	15.14	9.16	13.72	160.03	117.26	8.85	21.72	13.52	19.4	3.71	24.82	12.78	84.34	2.8	3.28
7/30/2009	23.81	7.39	8.23	586.3	42.71	14.6	9.23	13.57	162.79	117.86	9.26	21.98	13.97	19.33	3.66	27.28	12.88	86.09	3.05	2.94
7/31/2009	23.52	8	8.12	572.22	43.3	14.32	9.17	13.38	163.39	117.93	9.4	22.01	14.79	19.25	3.66	27.96	12.93	85.76	3.05	2.97
8/3/2009	23.83	8.33	8.16	567.3	43.38	14.34	9.17	13.6	166.43	119.92	9.6	22.57	15.32	19.37	3.74	28.62	13.28	87.44	3.96	3.26
8/4/2009	23.77	8.3	9.36	575	43.42	14.51	9.16	13.7	165.55	119.6	10.08	22.44	15.64	19.32	3.76	28	13.37	85.8	4.7	4.04
8/5/2009	23.81	8.44	9.11	585.8	43.26	14.67	9.15	13.63	165.11	118.47	9.38	22.17	16.66	18.86	3.75	28.06	13.4	84.29	4.66	3.83
8/6/2009	23.46	8.07	8.22	583	42.21	14.74	9.15	13.16	163.91	117.38	9.75	22.31	16.7	18.7	3.71	28.28	13.12	84.47	4.6	3.85
8/7/2009	23.56	8.01	8.51	568.24	43.54	14.62	9.11	13.2	165.51	119.33	10.05	22.19	16.42	18.5	3.7	28.34	13.71	85.32	4.25	4.28
8/10/2009	23.42	7.72	8.31	560.9	43.67	14.63	9.11	13.59	164.72	118.7	10.05	21.64	16.68	18.76	3.68	28.65	13.26	84.44	4.1	4.24
8/11/2009	23.13	7.81	8.08	544.62	43.39	14.46	9.12	13.38	162.83	117.79	9.9	21.17	15.85	18.64	3.59	28.3	12.95	83.56	4.2	4
8/12/2009	23.53	7.7	8.19	549.46	44.18	14.68	9.15	13.84	165.31	119.29	9.97	21.43	15.93	18.81	3.59	28.55	13.43	85.96	4.25	4.2
8/13/2009	23.62	7.9	8.42	549.99	44.35	15.04	9.18	14.29	168.42	119.58	9.48	21.51	17	19.05	3.68	28.43	13.83	84.6	4.25	4.43
8/14/2009	23.69	7.83	8.1	578.6	44.09	15.04	9.16	14.2	166.78	118.57	9.33	21.31	17.39	18.77	3.69	27.92	13.42	83.58	4.15	4.36
8/17/2009	23.25	7.37	7.76	577.52	43.11	14.56	9.18	13.93	159.59	116.86	8.97	20.73	16.56	18.45	3.55	27.02	12.86	81.06	4.2	4.2
8/18/2009	23.58	7.64	7.94	580.07	43.96	14.75	9.22	14.43	164	117.63	9.19	21.01	16.9	18.77	3.56	27.57	13.33	82.12	4.1	4.42
8/19/2009	23.65	7.65	8.04	581	43.83	14.79	9.28	14.45	164.6	118.57	9.14	21.24	16.75	18.8	3.52	26.68	13.18	83	4	4.29
8/20/2009	23.67	7.68	8.2	576.3	43.98	14.77	9.27	14.55	166.33	118.95	9.21	21.89	17.14	18.71	3.52	26.5	13.7	84.09	4.05	4.29
8/21/2009	24.41	7.74	8.05	583	44.78	14.79	9.35	14.49	169.22	119.9	9.2	22.19	17.46	18.89	3.7	26.61	13.93	85	4	4.34
8/24/2009	24.64	7.41	7.8	584.94	44.79	14.99	9.32	14.78	169.06	119.32	9.23	22.06	17.35	18.76	4	26.58	13.54	84.5	4	4.32
8/25/2009	24.64	7.59	7.67	573.2	44.68	15.07	9.34	14.57	169.4	118.83	9.25	22	17.75	19.1	4.02	26.84	13.66	84.19	4.7	4.56
8/26/2009	24.55	7.61	7.71	583.01	44.48	14.93	9.35	14.67	167.41	119.47	9.11	21.93	17.79	19.43	4.06	27.03	13.82	84	4.4	5.51
8/27/2009	24.69	7.67	7.66	579	44.81	14.93	9.34	15.65	169.45	119.43	8.91	21.88	17.92	19.47	4.23	27.25	14.01	84.31	4.45	5.12
8/28/2009	24.68	7.73	7.38	586.36	44.76	14.85	9.34	15.93	170.05	118.22	8.7	22	17.98	20.25	4.47	27.3	14.73	82.76	4.5	5.17
8/31/2009	24.65	7.6	7.31	594.9	44.89	14.61	9.28	15.83	168.21	118.05	8.37	21.6	17.59	20.32	4.36	26.74	14.52	81.19	4.25	5.32
9/1/2009	24	7.24	6.82	581.29	43.87	14.18	9.2	15.21	165.3	116.69	8.65	21.17	16.46	19.72	4.22	26.39	14.03	79.16	4.17	5.45
9/2/2009	23.86	7.03	6.85	593.08	44.25	14.23	9.32	15.35	165.18	116.09	8.8	21.55	16.27	19.47	4.28	26.29	14.23	78.14	4.35	5.21
9/3/2009	24.11	7.48	7.1	574.29	44.45	14.28	9.15	15.25	166.55	116.33	9.29	21.49	16.84	19.42	4.53	26.28	14.57	78.46	4.35	5.17
9/4/2009	24.62	7.43	7.35	558.47	45.1	14.5	9.15	15.69	170.31	117.46	9.5	21.84	17.09	19.64	4.53	26.51	15.11	78.87	4.3	5.29
9/8/2009	24.82	7.3	7.53	552.12	45.47	14.49	9.16	15.96	172.93	117.16	9.4	21.92	17.02	19.8	5.19	26.9	15.53	80.9	4.3	5.51
9/9/2009	24.78	7.39	7.86	544.06	45.98	14.78	9.17	15.92	171.14	116.76	8.94	22.23	17.04	19.93	5.2	26.59	15.96	82.24	4.39	5.5
9/10/2009	25	7.44	8.07	543.04	46.5	15.45	9.17	16.56	172.56	117.67	9.01	23.01	17.22	19.76	5.38	26.99	16.47	83.85	4.39	6.11
9/11/2009	24.86	7.33	8.18	546.49	46.1	15.59	9.17	16.6	172.16	118.05	8.94	23.09	16.97	19.51	5.68	27.27	16.32	84.54	4.39	6.17
9/14/2009	25	7.39	8.29	555	45.7	15.57	9.17	16.39	173.72	118.88	9.06	22.79	16.99	19.36	5.72	27.01	16.05	83.86	4.2	6.33
9/15/2009	25.2	7.2	8.61	537.79	45.64	16.41	9.14	16.57	175.16	119.35	9.11	22.98	16.79	19.55	5.88	26.75	16.38	83.55	4.2	6.39
9/16/2009	25.2	7.15	8.84	539.41	45.64	16.99	9.16	16.92	181.87	121.82	9.19	23.36	17.25	19.65	5.69	27.65	15.94	90.7	4.4	6.68
9/17/2009	25.3	6.92	8.7	449.54	45.71	17.5	9.14	16.86	184.55	121.88	8.92	23.39	17.61	19.41	5.67	27.54	15.24	90.44	4.25	5.93
9/18/2009	25.26	6.94	8.66	455.03	46.15	17.39	9.14	16.69	185.02	122.11	8.97	23.4	17.63	19.56	5.7	28.46	15.22	90.28	4.35	5.54
9/21/2009	25.3	6.83	8.5	446.84	46.35	17.04	9.11	16.01	184.02	121.57	8.62	23.63	17.25	19.54	5.81	28.33	15.15	90.56	4.35	5.36
9/22/2009	25.77	7.01	8.6	451.66	47.01	16.86	9.06	15.73	184.48	121.61	8.72	23.41	17.61	19.53	6.08	28.37	15.18	93.75	4.39	5.52
9/23/2009	25.71	7.36	8.61	457.45	46.93	17.21	9.05	15.95	185.5	120.82	8.81	22.8	17.5	19.88	6.02	28.15	14.94	92.38	4.45	5.18
9/24/2009	25.94	7.33	8.48	469.08	46.87	16.89	9.09	15.77	183.82	120.94	8.86	22.65	16.98	19.54	5.66	28.81	14.74	92.11	4.5	4.81
9/25/2009	25.55	7.29	8.19	464.19	47.02	17.08	9.03	15.34	182.37	121.08	8.75	22.62	16.6	19.37	5.83	29.43	14.5	90.52	4.46	4.83
9/28/2009	25.83	7.49	8.43	467.81	47.88	17.47	9.07	15.67	186.15	119.33	8.77	23.61	17.22	19.74	5.94	30	14.83	92.21	4.45	4.94
9/29/2009	25.75	7.45	8.38	476.82	47.44	17.45	9.05	15.17	185.38	118.81	8.9	23.3	17.16	19.48	5.78	29.39	14.56	91.72	4.45	4.95
9/30/2009	25.72	7.21	8.33	471.09	47.21	17.81	9.09	15.26	185.35	119.61	8.83	23.54	16.92	19.57	5.66	29.2	15.03	93.36	4.45	4.78
10/1/2009	24.88	6.97	7.81	455.12	45.96	17.39	9.04	15.14	180.86	117.9	8.75	23.09	16.21	18.9	5.39	28.02	13.96	91.04	4.45	4.34
10/2/2009	24.96	6.84	7.86	465.7	45.28	16.84	8.96	15.04	184.9	119.02	8.7	22.67	16.34	18.97	5.31	27.16	13.85	89.85	4.25	4.25
10/5/2009	24.64	7.05	8.31	465.71	46.07	16.8	9.02	15.15	186.02	119.75	8.8	22.94	16.96	19.1	5.54	27.17	13.78	88.67	4.2	4.52
10/6/2009	25.11	7.14	8.39	440.47	47.01	17.3	8.9	15.51	190.01	121.35	9.48	23.35	17	19.63	5.64	27.63	14.01	90.91	4.05	4.61
10/7/2009	25.1	7.13	8.23	438.08	46.56	17.49	8.95	15.36	190.25	122.78	9.94	23.61	17.35	19.75	5.54	28.09	13.9	93.97	4.06	4.51
10/8/2009	25.67	7.18	8.26	444.08	46.46	17.58	9.02	15.82	189.27	122.29	10.39	23.67	17.33	19.88	5.51	28.2	13.99	95.22	4.06	4.54
10/9/2009	25.55	7.12	8.54	458.19	47.38	16.87	9.08	15.81	190.47	125.93	10.19	24.03	17.5	20.17	5.88	28.44	14.17	95.71	4.35	4.58
10/12/2009	25.72	7.62	8.28	450.78	47.04	16.75	9.1	15.42	190.81	127.04	10.34	23.78	18.03	20.4	6.14	28.62	14.01	93.6	4.35	4.55
10/13/2009	25.81	7.62	8.01	460.56	46.69	16.88	9.15	15.31	190.02	127.02	10.92	23.89	17.81	20.49	6.08	28.2	13.96	94.83	4.24	4.46
10/14/2009	25.96	7.66	8.4	433.55	47.89	16.95	9.15	15.63	191.29	128.35	11.6	24.38	18.59	20.83	6.25	28.56	13.94	97.46	4.25	4.51
10/15/2009	26.71	7.66	8.38	432	48	16.52	9.17	15.43	190.56	127.98	11.59	24.37	18.1	20.67	6.19	29.22	13.53	96.01	4.35	4.41
10/16/2009	26.5	7.42	8.15	439.16	48.37	16.81	9.12	15.28	188.05	121.64	11.5	24.02	17.26	20.18	5.74	28.88	13.22	95.32	4.2	4.27
10/19/2009	26.36	7.57	8.27	419.87	48.47	17.22	9.11	15.36	189.86	123.06	12	24.25	17.16	20.41	5.87	29.51	13.7	94.68	4.15	4.2
10/20/2009	26.37	7.71	8.18	437.92	48.74	17.17	9.01	15.35	198.76	122.82	12.09	24.11	17.01	20.18	5.98	29.11	13.71	94.98	4.2	4.08
10/21/2009	26.58	7.78	8.14	443.01	48.22	17.66	8.71	15.15	204.92	120.87	11.91	23.96	16.51	19.86	5.77	28.96	13.38	93.42	4.15	4.1
10/22/2009	26.59	7.76	8.2	440.18	48.32	17.67	8.44	15.43	205.2	122.69	11.8	24.18	16.52	20.12	5.83	29.26	13.47	93.45	4.15	4.16
10/23/2009	28.02	7.63	8.11	439.84	48.56	17.22	8.44	15.48	203.94	120.36	11.9	24.17	16.22	19.78	5.6	28.91	13.15	118.49	4.15	3.9
10/26/2009	28.68	7.47	7.9	413.62	47.86	16.87	8.31	15.37	202.48	120.11	11.8	23.7	15.4	19.83	5.42	29.16	12.98	124.64	4.12	3.71
10/27/2009	28.59	7.33	7.83	433.35	47.3	16.69	8.23	15.29	197.37	120.65	11.53	23.54	15.45	19.74	5.15	29.22	12.54	122.07	4.1	3.7
10/28/2009	28.02	6.96	7.6	432.7	46.93	16.04	8.18	14.59	192.4	121.5	10.92	23.02	15.01	19.03	4.85	28.63	12.02	121.64	4.05	3.47
10/29/2009	28.22	7.3	7.7	447.7	48.35	16.13	8.27	14.93	196.35	122.87	11.52	23.52	15.73	19.22	4.93	30.54	12.55	122.58	4.05	3.47
10/30/2009	27.73	7	7.46	444.6	47.46	15.9	8.18	14.45	188.5	120.61	11.02	22.81	14.58	19.11	4.6	29.39	11.96	118.81	4.25	3.75
11/2/2009	27.88	7.58	7.38	457.02	48.16	15.85	8.25	14.44	189.31	120.56	11.05	23	14.63	19.01	4.6	28.9	12.07	118.84	4.33	3.68
11/3/2009	27.53	7.44	7.16	471.18	47.51	15.7	8.35	14.59	188.75	121.16	11.14	22.91	14.8	18.5	4.64	29.01	12.01	118.37	4.3	3.65
11/4/2009	28.06	7.27	7.24	475.39	47.76	15.69	8.32	14.58	190.81	121.29	11.25	23.29	14.7	18.59	4.69	28.69	11.98	117.1	4.3	3.71
11/5/2009	28.47	7.45	7.37	472.86	48.85	15.9	8.23	14.91	194.03	123.1	11.45	23.93	15.13	18.89	4.83	28.73	12.27	120.61	4.3	4.19
11/6/2009	28.52	7.75	7.09	464.19	49.16	15.94	8.1	14.86	194.34	123.49	11.38	23.82	15.05	18.93	5.04	28.87	13.16	126.2	4.3	4.23
11/9/2009	28.99	8.18	7.28	486.44	49.99	16.02	8.24	15.54	201.46	126	11.27	23.99	15.77	19.46	5.21	29.49	13.46	126.67	4.2	4.3
11/10/2009	29.01	8.24	7.17	507.8	49.96	16.04	8.15	15.4	202.98	126.91	10.75	23.65	16.03	19.5	5.14	29.23	13.13	130.15	4.22	4.2
11/11/2009	29.12	8.33	7.18	502.86	50	16.09	8.47	15.59	203.25	127.19	11.05	23.92	16.43	19.84	5.32	29	13.5	129.91	4.17	4.29
11/12/2009	29.36	8.2	7	509	49.7	16	8.6	15.45	201.99	126.26	11.4	23.4	16.06	19.68	6.48	28.24	13.46	130.53	4.15	4.02
11/13/2009	29.63	8.41	7.15	508.95	49.91	15.93	8.67	15.4	204.45	127.03	11.58	23.71	15.98	19.82	6.53	28.35	13.56	132.97	4.15	4.04
11/16/2009	29.54	8.71	7.45	529.64	50.81	16.07	8.65	15.96	206.63	128.21	12.13	23.87	15.87	20.23	6.43	28.63	13.75	131.59	4.25	4.18
11/17/2009	30	8.98	7.16	532.25	51.32	16.05	8.7	15.95	207	128.63	12.1	24.09	15.77	20.32	6.62	28.45	13.73	131.25	4.25	4.27
11/18/2009	30.11	8.94	7.15	534.62	50.48	15.98	8.68	16.06	205.96	128.15	11.65	24	16.35	20.12	7.32	28.25	13.52	131.29	4.25	4.13
11/19/2009	29.78	8.73	7.15	518.09	49.82	15.61	8.6	15.87	200.51	127.54	11.5	23.68	16.08	19.3	7.05	26.98	12.98	128.99	4.16	4.13
