Date	MSFT	F	CRAY	GOOG	HPQ	YHOO	JAVA	DELL	AAPL	IBM	LNVGY	CSCO	BAC	INTC	AMD	SNE	NVDA	AMZN	CREAF	EK
11/20/2009	29.62	8.64	7.03	521.16	50.04	15.38	8.61	14.29	199.92	126.96	11	23.46	16.09	19.24	6.95	26.8	12.9	129.66	4.16	4.01
11/23/2009	29.94	8.73	7.19	516.69	51.02	15.45	8.54	14.79	205.88	128.2	11.21	23.9	16.29	19.4	7	27.31	13	133	4.16	4.11
11/24/2009	29.91	8.81	7.04	504.95	50.19	15.24	8.51	14.32	204.44	127.93	11.11	23.74	16.1	19.39	6.95	26.62	12.92	132.94	4.16	4.03
11/25/2009	29.79	8.81	7.09	501.71	50.05	15.3	8.56	14.36	204.19	127.28	11.15	23.74	15.95	19.34	7.11	27.46	13.07	134.03	4.18	4.18
11/27/2009	29.22	8.73	6.9	506.8	49.07	15	8.52	14.14	200.59	125.7	11.07	23.38	15.47	19.11	6.85	26.68	12.79	131.74	4.18	4.08
11/30/2009	29.41	8.89	6.99	495.43	49.06	14.97	8.51	14.12	199.91	126.35	11.48	23.4	15.85	19.2	7.01	26.69	13.06	135.91	4.1	4.05
12/1/2009	30.01	8.88	7.01	515.9	49.59	15.13	8.31	13.84	196.97	127.94	11.55	23.92	15.9	19.66	7.2	27.44	13.32	138.5	4.15	4.15
12/2/2009	29.78	9.01	6.97	564.3	48.98	15.31	8.26	13.66	196.23	127.21	11.25	23.87	15.65	19.72	7.3	27	13.72	142.25	4.25	4.19
12/3/2009	29.83	8.94	6.75	548.27	48.96	15.11	8.23	13.46	196.48	127.55	11.2	23.83	15.76	19.87	8.03	27.98	13.83	141.17	4.25	4.18
12/4/2009	29.98	8.94	6.99	550.52	49.79	15.19	8.44	13.46	193.32	127.25	11.1	24.16	16.28	20.46	7.86	28.52	14.26	137.58	4.3	4.46
12/7/2009	29.79	8.91	6.87	555.98	49.21	15.45	8.46	13.29	188.95	127.04	11	24.21	15.89	20.37	8.52	28.45	16.09	134.21	4.3	4.52
12/8/2009	29.57	8.82	6.78	566.4	48.94	15.45	8.49	12.81	189.87	126.8	11.46	23.81	15.41	19.99	8.67	28.67	15.31	134.11	4.35	4.37
12/9/2009	29.71	8.86	6.74	574.49	49.95	15.18	8.55	13.11	197.8	128.39	11.61	23.86	15.39	20.01	8.71	28.43	15.69	131.31	4.15	4.36
12/10/2009	29.87	9.05	6.54	548.62	50.14	15.49	8.52	13.23	196.43	129.34	11.98	23.94	15.21	20.15	8.58	28.34	15.41	135.38	4.15	4.37
12/11/2009	29.85	9	6.51	584.35	50.05	15.74	8.36	13.12	194.67	129.68	11.84	23.77	15.63	19.9	8.64	29	15.21	134.15	4.3	4.4
12/14/2009	30.11	9.08	6.73	600.25	50.68	15.81	9.28	13.18	196.98	129.93	12.16	23.84	15.63	19.98	8.68	29.3	15.67	131.38	4.3	4.41
12/15/2009	30.02	9.39	6.21	600.79	50.99	15.74	9.32	13.51	194.17	128.49	11.86	23.48	15.19	19.8	8.82	28.99	15.65	130.23	4.25	4.17
12/16/2009	30.1	9.49	5.98	615.95	51.36	15.79	9.31	13.7	195.03	128.71	11.55	23.45	15.28	19.38	9.15	29.01	16.91	128.36	4.16	4.07
12/17/2009	29.6	9.39	6	637.65	50.56	15.82	9.29	13.74	191.86	127.4	11.3	23.18	14.86	19.07	9.12	28.58	16.83	126.91	4.15	3.98
12/18/2009	30.36	9.68	6.1	653.82	51.5	16.14	9.33	13.74	195.43	127.91	11.18	23.33	15.03	19.63	9.05	28.64	16.82	128.48	4.18	4.11
12/21/2009	30.52	9.67	6.13	638.25	51.99	15.88	9.35	14.11	198.23	128.65	11.3	23.64	15.28	20.09	9.53	28.58	17.42	132.79	4.16	4.31
12/22/2009	30.82	9.9	6.08	646.73	52.46	15.98	9.33	14.11	200.36	129.93	11.75	23.75	15.33	20.04	9.43	29.13	17.88	133.75	4.2	4.32
12/23/2009	30.92	10.08	6.26	653.2	52.49	16.67	9.36	14.34	202.1	130	12.2	23.78	15.19	20.1	9.67	29.36	18.13	138.94	4.25	4.35
12/24/2009	31	10.13	6.25	631.68	52.87	16.72	9.35	14.79	209.04	130.57	12.15	23.96	15.25	20.33	9.91	29.31	18.09	138.47	4.57	4.26
12/28/2009	31.17	10.2	6.25	649.25	52.76	16.88	9.38	14.6	211.61	132.31	12.34	24.08	15.29	20.3	9.83	29.58	17.8	139.31	4.55	4.3
12/29/2009	31.39	10.11	6.2	657	52.57	16.92	9.37	14.32	209.1	131.85	12.28	24.1	15.12	20.4	9.75	29.35	18.02	139.41	4.6	4.31
12/30/2009	30.96	9.99	6.28	685.33	52.93	16.98	9.38	14.79	211.64	132.57	12.19	24.18	15.07	20.59	9.72	29.3	18.67	136.49	4.4	4.34
12/31/2009	30.48	10	6.42	685.19	51.51	16.78	9.37	14.36	210.73	130.9	12.35	23.94	15.06	20.4	9.68	29	18.68	134.52	4.5	4.22
